Month,Longitude,Latitude,Location,Crimetype,Town,POPULATION
2016-06,-5.711151,54.316048,Glebetown Drive,ASBO,NA,NA
2017-10,-6.344745,54.464135,Silverwood Drive,VISO,NA,NA
2015-03,-7.328716,55.034153,Temple Park,VISO,NA,NA
2017-10,-6.28041,54.868421,Ballymoney Road,ASBO,NA,NA
2017-01,-6.69121,54.446455,The Square,VISO,NA,NA
2017-03,-5.984821,54.628654,Boodles Hill,ASBO,NA,NA
2016-12,-7.326193,54.999053,Brewsters Close,CDAR,NA,NA
2016-08,-6.051407,54.510479,Chapel Hill,Possession of weapons,NA,NA
2015-07,-6.213958,54.591767,Main Street,ASBO,NA,NA
2017-06,-5.919593,54.668351,Iona Gardens,Drugs,NA,NA
2017-03,-6.047962,54.509543,Market Place,Other theft,NA,NA
2017-04,-5.533387,54.608442,Moss Road,VISO,NA,NA
2015-12,-6.192257,54.509883,Willow Lodge,VISO,NA,NA
2017-08,-7.325475,55.014849,Pennyburn Industrial Estate,VECR,LONDONDERRY,NA
2017-09,-5.560084,54.535318,Newtownards Road,ASBO,NA,NA
2015-05,-5.95116,54.588474,Pembroke Street,ASBO,NA,NA
2016-12,-5.884645,54.60317,Devon Drive,CDAR,NA,NA
2017-03,-5.872804,54.695706,Gortlane Drive,VISO,NA,NA
2015-09,-6.938447,55.039836,Enagh Park,VISO,NA,NA
2015-12,-6.278889,54.864986,George Street,ASBO,NA,NA
2017-12,-5.928635,54.592727,Ormeau Avenue,VISO,NA,NA
2016-11,-5.948716,54.574623,Marlborough Park North,VISO,NA,NA
2016-09,-7.351961,54.990291,Rathlin Gardens,CDAR,NA,NA
2016-03,-5.950372,54.622945,Westland Road,VISO,NA,NA
2017-07,-7.31715,55.013509,Pennyburn Court,SHOP,NA,NA
2015-06,-5.708843,54.593715,Circular Road,ASBO,NA,NA
2017-05,-5.806112,54.851953,Tower Road,CDAR,NA,NA
2017-10,-6.486668,54.184529,Main Street,VISO,NA,NA
2017-02,-6.209472,54.165065,Edentrumly Road,OTCR,NA,NA
2017-01,-6.425796,54.099722,Mountain Road,BURG,NA,NA
2015-06,-5.953758,54.601465,Ashmore Street,CDAR,NA,NA
2017-01,-7.121762,55.030338,Ferndale Park,VISO,NA,NA
2016-01,-5.492489,54.546479,Westland Court,CDAR,NA,NA
2017-07,-6.948443,55.044576,Josephine Avenue,ASBO,NA,NA
2016-07,-6.210559,54.804801,Rockfield Heights,ASBO,NA,NA
2017-10,-7.311834,54.996233,Alfred Street,BURG,NA,NA
2017-05,-5.930154,54.597254,Donegall Square North,VISO,NA,NA
2017-08,-5.985456,54.560037,Orpen Road,ASBO,NA,NA
2015-07,-5.913227,54.603864,Queens Road,CDAR,NA,NA
2017-03,-6.149347,54.473339,Lany Road,VISO,NA,NA
2016-06,-5.896876,54.589591,Castlereagh Road,VISO,NA,NA
2017-10,-5.943389,54.583966,Lisburn Road,ASBO,NA,NA
2015-07,-7.349032,55.016828,Drumard Park,CDAR,NA,NA
2016-02,-6.429352,54.424762,Gilford Road,ASBO,NA,NA
2015-08,-6.141623,54.195494,Main Street,ASBO,NA,NA
2016-01,-6.113325,54.508173,Cross Lane,BURG,NA,NA
2015-03,-6.192257,54.509883,Willow Lodge,VISO,NA,NA
2017-06,-6.66013,55.139238,Rosemary Place,VISO,NA,NA
2017-04,-5.947836,54.607187,Crimea Street,Other theft,NA,NA
2017-12,-5.985193,54.627708,Weavershill Road,ASBO,NA,NA
2015-07,-5.896754,54.108177,The Moorings,ASBO,NA,NA
2015-02,-5.967309,54.676376,Mossgrove Park,ASBO,NA,NA
2017-07,-6.28977,54.871401,Westbourne Avenue,Other theft,NA,NA
2016-07,-7.639894,54.351765,Drumcor Hill,CDAR,NA,NA
2015-09,-6.404927,54.353051,Woodview Park,ASBO,NA,NA
2016-11,-7.326002,54.998333,Columbcille Court,Other theft,NA,NA
2016-09,-6.660345,54.361045,Drumbreda Avenue,ASBO,NA,NA
2015-03,-5.951383,54.634876,Slievetoye Park,BITH,NA,NA
2016-07,-5.872153,54.595493,Kerrsland Parade,Other theft,NA,NA
2017-01,-6.05206,54.510391,Governors Rd Roundabout,Drugs,NA,NA
2017-03,-6.576241,54.1928,Armagh Street,CDAR,NA,NA
2016-10,-6.21287,54.893329,Braidwater Gardens,ASBO,NA,NA
2015-04,-5.948992,54.574061,Marlborough Park Central,CDAR,NA,NA
2017-01,-6.596863,54.753771,Sandy Braes,CDAR,NA,NA
2017-05,-6.347128,54.456288,Monbrief Walk,VISO,NA,NA
2016-08,-6.350747,54.773627,Coolsythe Road,ASBO,NA,NA
2015-06,-6.516325,55.075891,Knocklands Court,ASBO,NA,NA
2015-07,-6.565593,55.065962,Ashbrook Park,ASBO,NA,NA
2016-06,-7.12245,54.904358,Glenshane Road,BURG,NA,NA
2016-10,-7.630614,54.340481,Derrychara Road,SHOP,NA,NA
2017-10,-6.027699,54.517327,Lawnbrook Drive,CDAR,NA,NA
2015-04,-5.853593,54.578857,Warren Grove,VISO,NA,NA
2016-10,-7.64609,54.296526,The Commons,VECR,NA,NA
2016-11,-5.95704,54.598663,Kilmore Close,ASBO,NA,NA
2017-07,-5.925425,54.572177,The Boulevard,BURG,NA,NA
2017-08,-6.389594,54.824172,Crosskeys Road,VISO,NA,NA
2017-01,-5.944052,54.598749,St. Peters Place,BURG,NA,NA
2016-07,NA,NA,No Location,SHOP,NA,NA
2015-11,-7.310882,55.030793,Carranbane Walk,CDAR,NA,NA
2016-05,-5.980463,54.551886,Lakeside Drive,ASBO,NA,NA
2016-09,-5.93982,54.591237,Clementine Drive,VISO,NA,NA
2016-04,-5.935448,54.605476,Stanhope Drive,ASBO,NA,NA
2017-10,-5.898819,54.584,Glendower Street,BURG,NA,NA
2017-10,-5.924463,54.587435,Powerscourt Place,ASBO,NA,NA
2015-11,-6.126182,54.617807,Dundrod Road,VISO,NA,NA
2016-02,-6.219326,54.732759,Barra Street,ASBO,NA,NA
2016-08,-5.890862,54.214806,Park Lane,VISO,NA,NA
2016-04,-5.753994,54.551593,Mill Street,ASBO,NA,NA
2015-07,-6.769659,55.147597,Woodend Park,ASBO,NA,NA
2016-09,-5.572581,54.303183,Donard View,ASBO,NA,NA
2016-09,-6.185747,54.105389,Beechfield Park,ASBO,NA,NA
2015-09,-6.062537,54.505662,Glebe Walk,VISO,NA,NA
2015-04,-5.638032,54.649573,Silverbirch Road,ASBO,NA,NA
2015-04,-6.00427,54.060435,Irvington Park,ASBO,NA,NA
2016-01,-5.936177,54.687359,Forthill Drive,VISO,NA,NA
2017-01,-6.043887,54.512739,Railway Street,ASBO,NA,NA
2016-09,-7.277917,54.998614,Durham Park,SHOP,NA,NA
2017-10,-6.034953,54.068561,Cahill Place,ASBO,NA,NA
2016-02,-5.930334,54.599189,Castle Street,ASBO,NA,NA
2017-07,-5.822796,54.850681,Riverdale,VISO,NA,NA
2015-10,-6.774289,54.510295,Meadowvale,ASBO,NA,NA
2017-10,-6.27516,54.8677,Ballymoney Street,VISO,NA,NA
2016-02,-5.723691,54.646802,Cootehall Road,OTCR,NA,NA
2015-06,-6.116769,54.746033,Connor Road,VISO,NA,NA
2016-06,-7.631701,54.344428,Forthill Road,ASBO,NA,NA
2017-05,-6.036761,54.56018,Ardcaoin Green,CDAR,NA,NA
2015-01,-6.062415,54.528132,Parkland Avenue,ASBO,NA,NA
2017-03,-7.447523,54.330681,Greenhill Road,ASBO,NA,NA
2016-08,-5.94771,54.6183,Cliftonville Street,Other theft,NA,NA
2015-07,-6.485062,54.874202,Orchard Bank,CDAR,NA,NA
2015-12,-5.925292,54.587566,Powerscourt Place,BURG,NA,NA
2015-04,-6.649939,54.34624,Friary Road,ASBO,NA,NA
2017-12,-5.930355,54.655175,Longlands Road,VISO,NA,NA
2017-07,-5.905398,54.600485,Fraser Pass,VISO,NA,NA
2016-08,-6.705103,54.542015,Brackaville Road,CDAR,NA,NA
2017-01,-6.674229,54.848314,Tamney Crescent,OTCR,NA,NA
2017-07,-5.986506,54.627783,Ligoniel Road,ASBO,NA,NA
2015-11,-7.213844,54.980601,Lettershendony Avenue,ASBO,NA,NA
2015-04,-6.283776,54.866546,Clarence Street,ROBY,NA,NA
2015-10,-5.694821,54.644953,Birch Drive,ASBO,NA,NA
2015-04,-5.650332,54.661449,Groomsport Road,CDAR,NA,NA
2016-06,-7.537857,54.317235,Main Street,ASBO,NA,NA
2016-08,-6.215898,54.736221,Angus Street,CDAR,NA,NA
2015-11,-5.668506,54.659688,Market Street,SHOP,NA,NA
2016-09,-7.281648,54.599196,Rodgers Villas,CDAR,NA,NA
2016-06,-7.325131,54.991618,Victoria Place,VISO,NA,NA
2016-07,-5.935598,54.686837,Forthill Gardens,VISO,NA,NA
2017-11,-7.318883,54.994278,Bridge Street,SHOP,NA,NA
2016-10,-6.694207,54.446757,Benburb Road,ASBO,NA,NA
2015-05,-6.438146,54.425694,Bridge Street,CDAR,NA,NA
2016-08,-7.682642,54.434201,Killadeas Road,Other theft,NA,NA
2015-04,-5.977256,54.615392,Forthriver Way,VISO,NA,NA
2015-04,-6.422244,54.419692,Sandringham,ASBO,NA,NA
2016-09,-5.976491,54.577777,Kennedy Way Industrial Estate,SHOP,BELFAST,"335,665"
2016-05,-5.955593,54.67688,Coolehill Park,ASBO,NA,NA
2016-03,-5.974864,54.624903,Silverstream Terrace,ASBO,NA,NA
2017-12,-6.329145,54.176579,Church Street,CDAR,NA,NA
2016-04,-6.478451,54.106662,Glebe Park,Drugs,NA,NA
2016-01,-5.884075,54.60431,Lisavon Street,Other theft,NA,NA
2016-09,-6.279462,54.350788,Windyridge,ASBO,NA,NA
2015-07,-5.944429,54.583885,Mount Prospect Park,VISO,NA,NA
2017-08,-6.347128,54.456288,Monbrief Walk,ASBO,NA,NA
2017-10,-5.950073,54.586703,Dunluce Avenue,Other theft,NA,NA
2017-12,-5.929306,54.600232,Rosemary Street,ASBO,NA,NA
2017-09,-7.30452,55.033388,Cornshell Fields,VISO,NA,NA
2015-08,-5.957101,54.615359,Brompton Park,VISO,NA,NA
2017-07,-5.933747,54.589552,Donegall Pass,ASBO,NA,NA
2017-12,-5.948576,54.688433,Beverley Road,ASBO,NA,NA
2017-03,-7.179198,55.026661,Woodvale Road,BURG,NA,NA
2016-04,-5.927646,54.598784,Corn Market,SHOP,NA,NA
2017-06,-6.270588,54.347849,Newry Street,ASBO,NA,NA
2015-09,-5.879989,54.607895,Larkfield Drive,CDAR,NA,NA
2015-09,-6.65746,55.19211,Glenmanus Road,CDAR,NA,NA
2016-10,-5.950253,54.586518,Fane Street,ASBO,NA,NA
2017-10,-6.65932,54.347647,Culdee Drive,ASBO,NA,NA
2015-05,-5.934622,54.595794,Howard Street,ASBO,NA,NA
2017-10,-7.481695,54.822486,Urney Road,ASBO,NA,NA
2015-07,-7.328447,55.007257,Glasgow Terrace,VECR,NA,NA
2017-10,-5.927064,54.584353,Rugby Avenue,ASBO,NA,NA
2016-10,-5.840283,54.860589,Linn Road,SHOP,NA,NA
2015-07,-5.978141,54.580374,Blackstaff Road,Other theft,NA,NA
2016-04,-5.933906,54.599241,College Court,Drugs,NA,NA
2017-12,-6.872933,54.782236,Cavanreagh Road,Other theft,NA,NA
2017-12,-5.862406,54.56417,Ryan Park,Drugs,NA,NA
2015-09,-5.927095,54.60262,Hill Street,Drugs,NA,NA
2016-02,-5.917024,54.576776,St. Judes Parade,ASBO,NA,NA
2015-02,-5.691334,54.645237,Clandeboye Road,VISO,NA,NA
2016-03,-5.919104,54.670328,Glenbane Avenue,ASBO,NA,NA
2015-03,-5.927854,54.573683,Annadale Crescent,VISO,NA,NA
2017-06,-6.282285,54.354269,Brookdale,ASBO,NA,NA
2015-07,-6.739871,54.636658,Stewart Avenue,ASBO,NA,NA
2016-06,-5.691355,54.592672,Movilla Street,CDAR,NA,NA
2016-10,-7.31798,54.995944,Foyle Street,VISO,NA,NA
2016-10,-5.928364,54.616649,Mountcollyer Street,Other theft,NA,NA
2016-06,-5.899069,54.591462,Willowfield Street,BURG,NA,NA
2017-09,-6.320757,54.748024,The Parade,Other theft,NA,NA
2017-10,-5.887579,54.593445,Beersbridge Road,VISO,NA,NA
2016-04,-5.828361,54.644322,Priory Park,ASBO,NA,NA
2016-08,-5.909497,54.598121,Mountpottinger Road,ASBO,NA,NA
2015-07,-7.63961,54.345485,Paget Square,VISO,NA,NA
2015-04,-6.952902,55.124876,Seacoast Road,ASBO,NA,NA
2017-12,-5.910251,54.5964,Madrid Court,ASBO,NA,NA
2016-09,-6.22432,54.101167,Rostrevor Road,CDAR,NA,NA
2016-02,-6.949183,55.045004,Josephine Avenue,ASBO,NA,NA
2015-02,-5.809183,54.717089,Victoria Street,BITH,NA,NA
2016-09,-6.222811,54.70777,Greenview Avenue,PUBO,NA,NA
2016-05,-5.912346,54.55364,Woodbreda Avenue,ASBO,NA,NA
2015-01,-5.856241,54.62002,Glendarragh Mews,ASBO,NA,NA
2015-06,-6.065908,54.513057,Ardane Gardens,ASBO,NA,NA
2017-05,-6.755994,54.514825,Mullaghadun Lane,ASBO,NA,NA
2017-01,-6.025991,54.51464,Huguenot Drive,ASBO,NA,NA
2016-11,-6.278811,54.443564,Dromore Road,CDAR,NA,NA
2015-10,-5.895081,54.402245,Harmony Way,CDAR,NA,NA
2017-07,-6.351112,54.172614,Loanda Crescent,VISO,NA,NA
2015-08,-5.945308,54.63002,Cavehill Road,CDAR,NA,NA
2015-11,-5.932781,54.587541,Botanic Avenue,VISO,NA,NA
2015-08,-5.719564,54.325094,Market Street,SHOP,NA,NA
2016-07,-5.691704,54.597172,Victoria Close,ASBO,NA,NA
2015-05,-5.929306,54.600232,Rosemary Street,THPR,NA,NA
2017-01,-5.96233,54.587243,Rodney Parade,Other theft,NA,NA
2017-12,-5.92717,54.65716,Longlands Avenue,ASBO,NA,NA
2016-06,-6.356209,54.452108,Meadowbrook,CDAR,NA,NA
2015-01,-6.260064,54.419612,Soudavar Park,VISO,NA,NA
2016-07,-6.346657,54.456506,Monbrief Walk,ASBO,NA,NA
2015-05,-6.066031,54.510139,Ballinderry Road,VISO,NA,NA
2015-05,-6.709347,55.098671,Dunderg Road,BURG,NA,NA
2015-02,-5.88865,54.593078,Beersbridge Road,ASBO,NA,NA
2016-11,-6.468492,54.423028,Baltylum Meadows,ASBO,NA,NA
2015-04,-5.896188,54.57682,Cregagh Road,ASBO,NA,NA
2016-01,-6.019697,54.558833,Glasvey Rise,OTCR,NA,NA
2015-10,-5.87719,54.600694,Sydenham Drive,SHOP,NA,NA
2017-09,-5.900415,54.59959,St. Leonards Crescent,BURG,NA,NA
2015-04,-6.944669,55.039971,Coolessan Walk,CDAR,NA,NA
2016-05,-7.307736,55.030038,Carranbane Walk,Drugs,NA,NA
2016-02,-6.684266,54.441869,Garrison Place,Other theft,NA,NA
2017-11,-5.991894,54.557701,Larkfield Avenue,Other theft,NA,NA
2017-10,-5.81838,54.724722,Pinewood Avenue,ASBO,NA,NA
2016-03,-5.945924,54.569256,Broomhill Court,VISO,NA,NA
2016-07,-6.950542,55.050469,Market Street,ASBO,NA,NA
2017-06,-5.977296,54.602427,Highpark Drive,ASBO,NA,NA
2015-09,-5.930747,54.602952,Royal Avenue,BURG,NA,NA
2016-01,-6.022173,54.508953,Burn Brae Avenue,Drugs,NA,NA
2016-12,-7.316195,54.378537,Edfield Way,CDAR,NA,NA
2016-06,-5.938453,54.623785,Glandore Avenue,VISO,NA,NA
2017-11,-6.014271,54.56931,Suffolk Road,ASBO,NA,NA
2015-08,-5.669473,54.641448,Balloo Way,VISO,NA,NA
2017-11,-6.278889,54.864986,George Street,ASBO,NA,NA
2015-12,-7.304696,54.599537,John Street,VISO,NA,NA
2015-04,-5.888751,54.596799,Laburnum Street,CDAR,NA,NA
2016-05,-5.923238,54.585967,Ormeau Road,CDAR,NA,NA
2015-10,-6.06299,54.511411,Donard Drive,ASBO,NA,NA
2016-06,-5.930334,54.599189,Castle Street,Possession of weapons,NA,NA
2017-08,-5.933433,54.617122,Clanchattan Street,ASBO,NA,NA
2017-07,-7.330082,55.00856,Ardglen Park,CDAR,NA,NA
2015-07,-7.314638,54.599953,Strule Park,VISO,NA,NA
2016-09,-6.280562,54.868863,Mount Street,ASBO,NA,NA
2015-06,-5.63428,54.647208,Woodford Grange,ASBO,NA,NA
2015-03,-5.684589,54.591384,Inisharoan Court,ASBO,NA,NA
2015-08,-7.677843,54.338766,Greystone Road,ASBO,NA,NA
2016-04,-5.928346,54.55148,Castlerobin Road,Other theft,NA,NA
2015-03,-7.288023,55.004126,Parklands,Drugs,NA,NA
2015-09,-7.267687,54.607233,Old Mountfield Road,VISO,NA,NA
2016-05,-6.507985,55.067749,Meadow View,ASBO,NA,NA
2016-07,-5.925779,54.586208,Dudley Street,ROBY,NA,NA
2017-08,-6.001451,54.547841,Beattie Park North,ASBO,NA,NA
2017-12,-5.882924,54.224317,Corrigs Avenue,ASBO,NA,NA
2017-11,-5.81896,54.714516,Westmount Avenue,CDAR,NA,NA
2016-06,-6.209092,54.621902,Ballydonaghy Road,CDAR,NA,NA
2016-08,-6.272573,54.860808,Edward Street,SHOP,NA,NA
2017-07,-6.391973,54.443614,Parkmore,VISO,NA,NA
2015-07,-6.702879,55.190922,Millbank Avenue,CDAR,NA,NA
2016-01,-6.343322,54.452031,Regency Court,ASBO,NA,NA
2016-01,-6.373058,54.078553,Edenappa Road,OTCR,NA,NA
2016-10,-5.982679,54.586209,Norfolk Drive,VECR,NA,NA
2016-09,-6.045229,54.507594,Nicholson Gardens,SHOP,NA,NA
2017-05,-5.675428,54.600086,Beechcroft Park,VISO,NA,NA
2015-02,-5.96916,54.587708,Clondara Street,BURG,NA,NA
2015-07,-6.661514,54.357285,Abbey Park,SHOP,NA,NA
2016-11,-6.346405,54.185416,College Gardens,ASBO,NA,NA
2016-08,-7.324848,54.993575,Bishop Street,ASBO,NA,NA
2015-10,-6.210372,54.709061,Greenvale Manor,VISO,NA,NA
2015-08,-5.978981,54.625555,Springvale Park,ASBO,NA,NA
2017-04,-7.300818,54.600108,Scarffes Entry,Drugs,NA,NA
2016-08,-6.081716,54.505914,Millars Ford,BITH,NA,NA
2017-01,-6.744188,54.64884,Coagh Crescent,BURG,NA,NA
2016-06,-6.336899,54.468223,Victoria Street,CDAR,NA,NA
2015-07,-6.605464,54.751175,Sperrin Drive,ASBO,NA,NA
2015-03,-5.987066,54.597936,Moyard Parade,VECR,NA,NA
2015-04,-6.391473,54.223709,Armagh Road,ASBO,NA,NA
2017-04,-5.950811,54.587417,Donegall Avenue,ASBO,NA,NA
2017-03,-6.744188,54.64884,Coagh Crescent,BURG,NA,NA
2015-04,-7.377131,54.862992,Berryhill Road,VISO,NA,NA
2017-04,-6.36496,54.376433,Ann Street,ASBO,NA,NA
2017-03,-6.192257,54.509883,Willow Lodge,VISO,NA,NA
2015-07,-7.313488,54.613134,Clonmore Gardens,OTCR,NA,NA
2015-08,-5.934292,54.600173,Berry Street,THPR,NA,NA
2016-08,-6.348147,54.178629,Daisy Hill Gardens,ASBO,NA,NA
2017-10,-5.667556,54.426879,Clay Road,ASBO,NA,NA
2015-06,-6.280561,54.865971,Cullybackey Road,ASBO,NA,NA
2015-02,-6.017252,54.57289,Carrigart Avenue,ROBY,NA,NA
2016-03,-6.026742,54.518273,Hilden Park,ASBO,NA,NA
2015-07,-5.896511,54.590357,Jonesboro Park,BURG,NA,NA
2017-10,-5.946673,54.586026,Dunluce Avenue,ASBO,NA,NA
2015-05,-6.532344,54.707746,Ballyneill Road,VISO,NA,NA
2016-01,-6.337039,54.467039,Brownlow Terrace,Other theft,NA,NA
2016-04,-6.192257,54.509883,Willow Lodge,VECR,NA,NA
2016-11,-6.6517,55.202727,Dunluce Avenue,CDAR,NA,NA
2015-05,-7.332928,55.011288,Glenbank Road,VISO,NA,NA
2015-09,-5.930305,54.598533,Donegall Place,ASBO,NA,NA
2017-12,-6.710969,55.169412,Meadowlands,ASBO,NA,NA
2016-10,-6.693915,54.541095,Innishmore Park,VISO,NA,NA
2017-05,-5.931624,54.598465,Fountain Street,ASBO,NA,NA
2017-01,-7.323753,54.998285,William Street,ASBO,NA,NA
2017-12,-5.991894,54.557701,Larkfield Avenue,Other theft,NA,NA
2015-11,-5.927743,54.61485,Cosgrave Heights,VISO,NA,NA
2017-04,-5.921771,54.59959,Ann Street,ASBO,NA,NA
2015-04,-5.931754,54.598036,Fountain Street,Other theft,NA,NA
2017-08,-5.927357,54.5862,University Street,ASBO,NA,NA
2015-06,-7.353108,55.019967,Ennis Place,CDAR,NA,NA
2017-02,-5.999062,54.754506,Cameron Court,ASBO,NA,NA
2015-06,-7.315726,55.03197,Lenamore Gardens,ASBO,NA,NA
2016-02,-5.894305,54.584533,Loopland Gardens,Other theft,NA,NA
2017-10,-6.047399,54.506129,Hillsborough Road,BURG,NA,NA
2017-05,-6.412479,54.351048,Sinton Park,ASBO,NA,NA
2017-02,-6.797413,54.791034,Strawmore Road,VISO,NA,NA
2016-06,-7.311029,54.994899,Bonds Hill,ASBO,NA,NA
2015-10,-5.700242,54.597801,Talbot Street,ASBO,NA,NA
2017-03,-6.338388,54.175242,Marcus Street,OTCR,NA,NA
2016-04,-6.740889,54.648294,Lime Gardens,VISO,NA,NA
2015-10,-7.593509,54.709135,John Street,ASBO,NA,NA
2016-08,-7.305014,55.031954,Cornshell Fields,VISO,NA,NA
2015-02,-7.54891,54.668283,Drumquin Road,BURG,NA,NA
2017-03,-5.686568,54.645955,Meadowvale Crescent,PUBO,NA,NA
2015-05,-5.856241,54.62002,Glendarragh Mews,SHOP,NA,NA
2015-07,-7.33351,54.987505,Coshowen,CDAR,NA,NA
2017-02,-5.935211,54.257572,Dundrinne Gardens,BURG,NA,NA
2017-05,-6.604494,54.750939,Sperrin View,ASBO,NA,NA
2015-03,-6.949183,55.045004,Josephine Avenue,ASBO,NA,NA
2015-04,-5.94088,54.614679,Cliftonpark Court,Other theft,NA,NA
2015-05,-6.333953,54.191075,Millview Court,VISO,NA,NA
2015-07,-6.933871,55.041916,Meadowvale Park,BURG,NA,NA
2015-08,-5.714,54.327577,St Patrick'S Avenue,VISO,NA,NA
2015-03,-5.909203,54.598412,Mountforde Gardens,VISO,NA,NA
2015-11,-6.1591,54.828603,Mcneill Park,ASBO,NA,NA
2017-11,-5.796356,54.731799,Victoria Rise,ASBO,NA,NA
2015-08,-7.297035,54.588021,Tudor Grove,VISO,NA,NA
2017-11,-7.326193,54.999053,Brewsters Close,ASBO,NA,NA
2015-10,-5.893894,54.601804,Redcliffe Drive,ASBO,NA,NA
2017-03,-5.887961,54.591152,Woodcot Avenue,ASBO,NA,NA
2016-04,-5.889531,54.221647,Burrendale Park Close,Other theft,NA,NA
2016-11,-7.332193,54.99817,Beechwood Avenue,BURG,NA,NA
2017-07,-5.933066,54.591086,Dublin Road,ASBO,NA,NA
2015-08,-5.928635,54.592727,Ormeau Avenue,ASBO,NA,NA
2017-07,-5.934292,54.600173,Berry Street,Other theft,NA,NA
2017-11,-5.983375,54.574927,Andersonstown Road,Other theft,NA,NA
2016-10,-5.869153,54.607894,Holywood Road,ROBY,NA,NA
2017-05,-6.530729,54.611625,Ardboe Road,VISO,NA,NA
2015-04,-5.950002,54.690919,Mossbank,ASBO,NA,NA
2015-06,-6.511688,54.440621,Derrylettiff Road,Other theft,NA,NA
2016-11,-5.705252,54.317652,Struell Avenue,VISO,NA,NA
2016-12,-5.978141,54.580374,Blackstaff Road,SHOP,NA,NA
2016-05,-5.895921,54.596996,Stonyford Street,VECR,NA,NA
2016-04,-5.940605,54.600811,Fingals Court,ASBO,NA,NA
2017-11,-5.927533,54.599788,High Street,OTCR,NA,NA
2015-02,-5.932157,54.590702,Salisbury Court,BITH,NA,NA
2016-09,-5.890075,54.222403,Burrendale Park Road,OTCR,NA,NA
2016-06,-5.928221,54.608794,Earl Close,SHOP,NA,NA
2015-10,-6.132778,54.46657,Kilwarlin Road,BURG,NA,NA
2015-08,-7.296574,54.601314,Campsie Avenue,CDAR,NA,NA
2017-06,NA,NA,No Location,VISO,NA,NA
2017-07,-6.648884,54.346057,Newry Road,VISO,NA,NA
2016-05,-5.902077,54.54348,Ballylenaghan Park,VISO,NA,NA
2017-05,-5.947141,54.081866,Annalong Road,ASBO,NA,NA
2017-08,-5.961738,54.618905,Glenbryn Park,Possession of weapons,NA,NA
2015-08,-6.26277,54.880164,Dunfane Park,VISO,NA,NA
2017-08,-6.042839,54.51141,Market Square,CDAR,NA,NA
2017-08,-5.928253,54.591112,Lindsay Street,CDAR,NA,NA
2016-05,-5.640434,54.251351,Castle Street,ASBO,NA,NA
2015-03,-5.928966,54.58346,Rugby Street,ASBO,NA,NA
2015-04,-7.10404,54.678691,Cashel Road,VECR,NA,NA
2015-08,-6.213862,54.7285,Fort Green,ASBO,NA,NA
2016-09,-5.819484,54.851466,Main Street,ASBO,NA,NA
2015-12,-7.339677,55.017227,Liscannor Park,OTCR,NA,NA
2016-02,-5.895449,54.554246,Newton Heights,ASBO,NA,NA
2015-03,-5.924404,54.662782,Carlan Close,ASBO,NA,NA
2016-09,-6.706622,54.449028,Ridgewood Manor,ASBO,NA,NA
2016-12,-6.74201,54.647632,Union Street,VISO,NA,NA
2015-08,-5.940605,54.600811,Fingals Court,ASBO,NA,NA
2017-05,-5.956359,54.59619,Springfield Road,ASBO,NA,NA
2017-01,-5.913227,54.603864,Queens Road,VISO,NA,NA
2016-07,-5.948835,54.599028,North Howard Street,BURG,NA,NA
2015-04,-5.979075,54.56401,Upper Lisburn Road,Other theft,NA,NA
2016-02,-6.026797,54.523216,Glenmore Park,ASBO,NA,NA
2015-08,-7.632507,54.469327,Sallys Wood,VISO,NA,NA
2017-12,-7.308346,54.982837,Hollymount Park,BURG,NA,NA
2016-03,-5.916291,54.656551,Merville Garden Village,ASBO,NA,NA
2017-06,-5.954735,54.559135,Malone Road,CDAR,NA,NA
2017-05,-7.319958,54.994473,Carlisle Road,SHOP,NA,NA
2015-07,-5.947255,54.684187,Fairhill Drive,ASBO,NA,NA
2016-09,-6.563297,55.064498,Millicent Avenue,VISO,NA,NA
2015-10,-6.077247,54.521513,Rathvarna Avenue,VISO,NA,NA
2017-02,-5.898413,54.678642,Glenville Park,ASBO,NA,NA
2016-11,-5.889503,54.579273,Dill Road,ASBO,NA,NA
2015-07,-5.922286,54.604972,Corporation Square,CDAR,NA,NA
2015-02,-5.923616,54.661807,Carmeen Drive,Other theft,NA,NA
2016-08,-6.321432,54.458332,Avenue Road,VISO,NA,NA
2017-06,-6.74516,54.646937,Brewery Lane,ASBO,NA,NA
2017-02,-7.283708,55.034885,Springfield Road,BURG,NA,NA
2016-07,-5.902218,54.593709,Castlereagh Street,VISO,NA,NA
2015-05,-5.924145,54.599478,Ann Street,ASBO,NA,NA
2015-07,-5.812651,54.717826,Fergus Avenue,Drugs,NA,NA
2016-03,-6.471371,54.87412,West Road,ASBO,NA,NA
2017-01,-7.355157,55.019915,Harty Court,Other theft,NA,NA
2015-07,-5.946404,54.626103,Old Westland Road,BURG,NA,NA
2017-05,-6.764453,54.510312,Shiels Institution,VISO,NA,NA
2015-10,-6.36349,54.437338,Garrymore,CDAR,NA,NA
2016-06,-5.751303,54.306057,Ballydugan Road,Other theft,NA,NA
2015-01,-7.358473,54.955194,Duncastle Park,CDAR,NA,NA
2017-03,-7.308058,55.03861,Thorndale,ASBO,NA,NA
2017-09,-5.897905,54.598145,Chamberlain Street,VISO,NA,NA
2017-02,-6.036982,54.509581,Union Bridge,VISO,NA,NA
2015-02,-6.327425,54.473213,Ennis Close,VISO,NA,NA
2015-07,-5.661103,54.643138,Ballyminetragh Gardens,ASBO,NA,NA
